id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4262296,3 BR on the Cumberland River,14967194,Jack,District 9,36.24615772818717,-86.69037624912264,Entire home/apt,289,3,0,,,1,321
6437109,"Condo in Nashville, TN",33604402,Alex,District 4,36.04057595512718,-86.77420521878479,Entire home/apt,75,1,1,2015-06-01,0.88,1,22
1857152,Spacious 2 Bedroom Private Bath,9691837,Sandy And Jud,District 4,36.01714533224242,-86.71482276255912,Private room,69,2,57,2015-07-03,2.95,3,324
5601469,The Ari: King-size Southern Suite,29040420,Allen And Heather,District 4,36.03641305627055,-86.72277578734499,Private room,59,2,12,2015-07-07,3.50,3,323
2599447,"Vineyard, live music and comfort!",9691837,Sandy And Jud,District 4,36.01551865899446,-86.71463389424382,Private room,79,1,17,2015-07-01,1.07,3,316
6142307,"The Cora: Cozy, Clean, Private",29040420,Allen And Heather,District 4,36.03717722585912,-86.72385769353835,Private room,39,2,5,2015-06-13,2.31,3,352
2176948,Private BR/BA + Floor To Yourself!,6217476,Christina And Paul,District 4,36.0211845664022,-86.75279113698984,Private room,101,1,13,2015-06-25,0.99,1,358
4507096,Master Bedroom lovely hill top view,23372044,Taylor,District 4,36.04116377981182,-86.71991287039474,Private room,75,1,3,2015-06-14,1.02,1,365
3945235,"Charming, Clean, Peaceful & SAFE! R",20028580,Brenda,District 4,36.02406110890791,-86.71656672930632,Private room,48,1,21,2015-06-29,2.19,2,306
4329927,Cozy Bedroom with Attached Bath! ,22480294,Alarick & Michelle,District 4,36.040122236704114,-86.72160891077644,Private room,55,1,4,2015-06-28,0.52,1,246
6231587,Fox Ridge Retreat w/ Hot Tub!,15586733,Neal,District 4,36.037691640208166,-86.77296073737621,Entire home/apt,400,2,1,2015-06-29,1,6,352
6512317,Plenty of space w/private entrance,20743408,Deane,District 4,36.01948357497726,-86.72284265476397,Entire home/apt,95,1,2,2015-06-23,2,1,357
4555398,Beautiful Home in So Nash/Brentwood,17168765,Tasha,District 4,36.01889350793655,-86.70900024836116,Entire home/apt,500,3,0,,,1,203
4636392,Perfect Family/Friends Get Away!!,9691837,Sandy And Jud,District 4,36.01748411144162,-86.71573534798758,Entire home/apt,290,2,6,2015-07-06,1.55,3,18
4126722,Master Bedroom w/Garden Tub & TV,20028580,Brenda,District 4,36.023941181302234,-86.71845172391873,Private room,58,1,8,2015-05-04,0.86,2,309
5056888,Comfortable Ranch Home Near I65,24876736,Tammy,District 4,36.029653220063324,-86.76654557842245,Entire home/apt,250,2,0,,,1,151
4039752,the Nashville Fort,20900147,John,District 4,36.03539508630455,-86.74826810864826,Entire home/apt,95,1,9,2015-07-06,6.75,1,136
6140946,The Andrew: Spacious Master Suite,29040420,Allen And Heather,District 4,36.038251525098616,-86.72301982324335,Private room,69,2,4,2015-06-30,1.58,3,327
6822161,Sleeps 2 - Just 15 min to Downtown!,33367031,Jason,District 4,36.03756863810709,-86.71631793294803,Private room,70,1,0,,,1,354
6323615,Hilltop BR/Bath with a view!,32906420,Stephanie,District 4,36.04233999709668,-86.72254346537588,Private room,60,2,0,,,1,0
6467022,Cozy Basement in Brentwood Home.,20779649,Rolf & Martha,District 4,36.03751184397178,-86.75335270018648,Private room,120,1,0,,,1,365
5825327,"Bright, Cozy and Charming 2 BR",9029307,Hilary,District 4,36.027965661362835,-86.71364115019234,Entire home/apt,150,2,3,2015-06-23,2.37,1,44
5117220,Private 1 Bdrm 1 Bath,26444361,Kim,District 4,36.01754865013744,-86.71224591436581,Private room,119,1,0,,,1,364
3801770,New home close to lake & downtown!,19530020,Sandra,District 14,36.17053015554963,-86.61942928615821,Private room,70,1,23,2015-06-28,3.54,1,358
3342418,Pet & Musician-Friendly Private BR,12622932,Cory And Davie,District 14,36.17702164845906,-86.66150366736434,Private room,65,1,59,2015-07-05,5.40,1,148
6724955,Tranquil Studio Flat in Donelson,31620313,Charli,District 14,36.18578199440227,-86.64074337583895,Entire home/apt,100,1,2,2015-06-19,2,1,361
513664,Cozy and Convenient in Donelson!  ,2530554,Lori,District 14,36.15478084263513,-86.64911943064308,Private room,90,2,26,2015-06-15,0.92,1,342
5724932,Welcome To Music City USA,17308932,Michael,District 14,36.148864562003084,-86.64803759690423,Private room,95,1,0,,,1,365
2782496,Apartment near the Airport,666322,Dave And Peggy,District 14,36.151881147052364,-86.65768387869629,Entire home/apt,100,3,12,2015-05-11,0.88,6,339
216212,Airport Area House 3 Bedroom 2 bath,666322,Dave And Peggy,District 14,36.15217034438007,-86.6570960262422,Entire home/apt,127,3,66,2015-06-28,1.48,6,331
4113326,Welcome to my humble abode!,10661911,Julian,District 14,36.16174408081121,-86.64910105786812,Private room,70,1,13,2015-06-28,1.35,1,353
5716347,Donelson Airport Cozy Couch,26157528,Vanessa,District 14,36.15781442105413,-86.64144558860741,Private room,50,1,8,2015-06-03,2.24,1,358
6783893,Comfy Nashville Downstairs APT,31308486,DeDe,District 14,36.172917136420814,-86.6533964171713,Entire home/apt,108,1,4,2015-07-06,4,4,355
6827503,Nashville 1BR Apt plus 2 PVT Rms,31308486,DeDe,District 14,36.172390925902015,-86.6544421201367,Entire home/apt,148,1,0,,,4,352
6834638,Restful Nashville Upstairs Bedroom,31308486,DeDe,District 14,36.17299037257384,-86.65442812759056,Private room,64,1,1,2015-06-28,1,4,364
1619376, Cozy Home Near Airport/Downtown!,8615546,Karen,District 14,36.162104357290026,-86.65227427109721,Entire home/apt,99,1,114,2015-06-27,5.45,1,303
6860264,Charming serenity PVT RM Nashville,31308486,DeDe,District 14,36.17289696813871,-86.65442800229275,Private room,64,1,0,,,4,358
3773732,TN Cozy Cabin/ Event Venue,3629240,Sue & Sallie,District 14,36.19509230801964,-86.6221170925912,Private room,800,1,0,,,2,364
4263560,NASHVILLE STYLE/CLOSE TO EVERYTHING,22130863,John,District 14,36.149156163523415,-86.65046003147907,Entire home/apt,119,3,5,2015-04-24,0.57,1,342
5930642,Wyndham Nashville,30787515,Brooke,District 15,36.21685406524841,-86.702831556235,Entire home/apt,99,3,4,2015-06-20,2.31,2,81
136015,Apart. on the Ridge near Opryland,666322,Dave And Peggy,District 15,36.194635749824066,-86.67195389978596,Entire home/apt,120,1,30,2015-05-05,0.61,6,329
707541,Lrg Apt Convenient Small Groups,3637098,Tony & Teressa,District 15,36.1950480119244,-86.67360980801823,Entire home/apt,245,3,27,2014-04-29,0.83,2,360
6994327,Centrally located 2 dtown + airport,10919357,Remone,District 15,36.149508939207244,-86.69389216613922,Private room,80,1,0,,,2,365
6613408,"WYNDHAM NASHVILLE - 2BR- POOLS, II",31870579,Kathy,District 15,36.22077443576524,-86.70400324695426,Entire home/apt,185,2,2,2015-07-06,2,2,358
3978961,Oasis near Opry 2B2Bath close2 all,3350780,Heather,District 15,36.240620180475915,-86.70742707365784,Entire home/apt,165,1,5,2015-06-15,0.54,1,322
6692653,cute private bedroom / bathroom,22176988,Philip,District 15,36.151907310900725,-86.71868748665058,Private room,100,1,0,,,1,365
3032838,Great Music City Location,15448376,Teresa,District 15,36.23597095673969,-86.69568024851915,Entire home/apt,120,5,4,2015-05-05,0.32,1,326
159045,Southern Comfort in Music City,635778,Luis,District 15,36.20774016512082,-86.69543285863034,Entire home/apt,79,1,53,2015-07-05,1.09,2,42
6959080,Beautiful Private Room on the River,34870571,Jeremy,District 15,36.24270630543879,-86.70836168455789,Private room,60,2,1,2015-07-06,1,2,365
6611773,"Comfortable room, airport/Opry area",34598273,Tammie,District 15,36.17255018715367,-86.70403886171515,Private room,90,1,1,2015-06-13,1,1,365
5536779,The Cedars at Elm Hill,10919357,Remone,District 15,36.14801578494678,-86.69491542431253,Private room,40,1,7,2015-06-29,3.18,2,357
6176534,Cozy room in excellent location,28106224,Yonathan,District 15,36.16156195673658,-86.70623698785579,Private room,65,2,0,,,1,90
5070014,2BR - Sleeps 4 - Kid Friendly!,26179993,Marie,District 15,36.17457514744674,-86.68806270164536,Private room,95,1,9,2015-07-09,2.41,1,335
4410940,Charming Home with Southern Energy,19972458,Mary Ellen,District 15,36.205538752097006,-86.68265569360527,Private room,82,1,0,,,2,90
991897,Deluxe Master Suite w/Den & Privacy,635778,Luis,District 15,36.21073538584175,-86.69341444688159,Entire home/apt,72,1,108,2015-07-01,3.89,2,329
280842,3 Bedroom House on the Greenway,666322,Dave And Peggy,District 15,36.19408921544906,-86.67320170624224,Entire home/apt,125,3,58,2015-07-03,1.46,6,298
5602170,Welcoming Cottage,29043035,Sheila,District 15,36.16537807486839,-86.67495742350329,Entire home/apt,125,2,5,2015-07-06,2.46,2,349
3043332,Privacy close to Opry and downtown,293488,Caitlin,District 15,36.16509025135893,-86.68295095766679,Entire home/apt,70,2,12,2015-06-30,1.41,1,362
4467549,1 BR Studio at Wyndham Nashville,23167064,Kathy,District 15,36.217346518298044,-86.70295744592798,Entire home/apt,125,2,0,,,1,223
3868277,Melbourne Manor in Music City,19972458,Mary Ellen,District 15,36.20520373957013,-86.6824509719588,Entire home/apt,148,1,34,2015-06-22,3.19,2,86
2908364,"River View, Boat Dock, Pool, Hottub",14858294,Bill And Anne,District 15,36.22013906455729,-86.70626302135665,Entire home/apt,570,3,3,2015-06-16,0.25,1,295
3013183,Home On the Cumberland River!,2559471,Robby & Annie,District 15,36.24618987050211,-86.69448541977604,Entire home/apt,225,2,16,2015-06-28,1.20,1,357
730574,Groups-Fams-Bachelorettes welcome!,3637098,Tony & Teressa,District 15,36.19411491943855,-86.67370025691355,Entire home/apt,400,3,6,2015-04-27,0.18,2,361
3921347,Furnished 1 Bedroom Apartment,20313333,Sergey,District 15,36.17970129632481,-86.67614318192751,Entire home/apt,190,1,0,,,1,365
6215897,"10 min from downtown, walk to train",12351868,Andrew,District 15,36.16075343203118,-86.66825311942172,Entire home/apt,500,2,0,,,1,5
5192226,Nashville Nest,9489702,Holly,District 15,36.176646260059975,-86.69428218705028,Private room,58,2,12,2015-06-28,2.50,1,363
4547454,Wyndham Condo-1 Mile from Opryland,18256578,Tina,District 15,36.219026717317874,-86.70267681839546,Entire home/apt,72,2,6,2015-02-21,1.07,1,203
5085504,City Retreat,427863,Ken & Simone,District 15,36.182464388325286,-86.68375625929369,Private room,65,1,14,2015-06-29,3.78,1,365
6127771,Eclectic Apt Near Downtown!,21058637,Alyssa,District 15,36.149401277499564,-86.72098299405876,Private room,55,1,6,2015-07-01,2.95,1,327
6249592,"WYNDHAM NASHVILLE - 2BR- POOLS, ETC",31870579,Kathy,District 15,36.21698874180411,-86.70433485215734,Entire home/apt,185,2,4,2015-07-06,2.61,2,346
2590492,Purple Moon River House,13262394,Dorothea,District 15,36.24219875506568,-86.70530791697072,Entire home/apt,300,1,11,2015-04-20,0.73,1,334
6305488,Wyndham Nashville- 2 bdrm condo,30787515,Brooke,District 15,36.21880575295586,-86.70294599728201,Entire home/apt,102,3,0,,,2,43
1065775,House Near Grand Old Opry,666322,Dave And Peggy,District 15,36.18057697410237,-86.68721011414233,Entire home/apt,100,3,6,2014-06-10,0.24,6,60
6837184,Bedroom w/bathroom downtown.,35827588,Sabrina,District 15,36.15357500604248,-86.71957693884013,Private room,80,1,1,2015-06-22,1,2,337
6846570,Fourth of July weekend rental!,35827588,Sabrina,District 15,36.15500909333255,-86.72063398928519,Private room,140,1,0,,,2,365
5287479,"5 Miles to Town, 2 Miles to Opry",27377783,Barbara,District 15,36.16833031763673,-86.69208681969941,Entire home/apt,400,1,2,2015-05-11,0.53,1,361
5287942,Phoebe's Place - Nashville Airport,23032301,Lois,District 15,36.15747796698115,-86.66643976772026,Entire home/apt,110,2,4,2015-04-26,0.92,1,332
5419516,Private Suite w/ Deck & Forest View,19346117,Richard,District 15,36.15106625093121,-86.68094630036506,Private room,57,1,0,,,2,273
2710440,Luxury Townhome! 3 mi. to downtown!,9339178,Kimberly,District 15,36.1508776529862,-86.72082498064961,Entire home/apt,275,2,20,2015-06-15,1.43,1,226
3773825,Clean. Comfy. Safe. Close. Low$. ,19346117,Richard,District 15,36.15120798727524,-86.68123050288128,Private room,39,1,59,2015-06-17,5.51,2,318
5915336,Spacious Home near downtown!,25963306,Samantha,District 16,36.11228679334379,-86.72783194459035,Entire home/apt,125,1,5,2015-06-29,2.21,1,183
5469041,Cozy Cottage Near EVERYTHING!,8995907,Brad,District 16,36.103491037155,-86.73670168767931,Entire home/apt,175,2,4,2015-06-29,1.41,2,287
3379848,"Casual Comfort Nashville, Tennessee",17050462,Janet & Patrick,District 16,36.124513358445746,-86.71122762836353,Private room,135,2,0,,,1,126
2836495,Cozy Cottage Loft Near Downtown,8995907,Brad,District 16,36.103204900635504,-86.73805437269131,Private room,65,1,14,2014-09-29,0.96,2,309
2228730,Big house great for gatherings!,2172768,Rachel,District 16,36.12252854079173,-86.71996304755659,Entire home/apt,129,1,50,2015-06-02,3.01,1,299
6571323,Cozy 2 bed/1 bath Close to Downtown,3929997,Ryan,District 16,36.11955039517436,-86.73803410419042,Entire home/apt,275,1,0,,,1,15
3937411,Old Glenrose - Home away from home,20400317,Brian,District 16,36.11996563775338,-86.72751570166795,Private room,80,1,22,2015-06-12,2.20,1,356
6691295,Charming Cottage Close to Downtown,35022740,Steph And Andrea,District 16,36.10356046897629,-86.74845915345959,Entire home/apt,125,1,1,2015-06-12,1,1,266
6807576,Cozy Cottage Near Everything!,27918024,Jen,District 16,36.10842501772932,-86.74157006323746,Private room,86,1,3,2015-06-29,3,1,281
5580019,Nice 30s cottage in city 2twin beds,4210445,Joy,District 16,36.12164727997071,-86.74274997588292,Private room,51,1,7,2015-07-05,7,5,361
5534477,Cozy Private Room Near Downtown,28698498,Allan,District 16,36.11736948925952,-86.73888398985892,Private room,53,1,11,2015-06-29,3.11,1,360
3984794,Private room with a view,20654038,John,District 16,36.1132607625942,-86.71790825664736,Private room,108,1,23,2015-06-29,2.44,1,363
454954,Music Lovin' Home in Music City!,2260686,Keefer,District 16,36.120134773461054,-86.70708042839308,Private room,85,1,10,2015-07-05,2.75,1,349
5170645,Spacious & cozy respite in Woodbine,24974702,Austin,District 16,36.1240453580198,-86.70776373726716,Entire home/apt,119,1,16,2015-06-15,4.07,1,158
2071488,"Private Rm by Month, Happy House!",1790917,Jon,District 16,36.112551215497156,-86.73516672008942,Private room,108,2,22,2015-05-25,1.16,2,343
1801414,Whole floor to yourself! - 2 BR,9444343,Matt And Rachel,District 16,36.09567936459618,-86.72534361456853,Private room,110,1,41,2015-06-17,2.09,1,351
6557790,Bright corner rm 1930 cottage/city,4210445,Joy,District 16,36.12046827534297,-86.74276860934727,Private room,44,1,1,2015-06-13,1,5,332
5580020,Bright rm  1930  cottage (queen),4210445,Joy,District 16,36.121750479408945,-86.74135647196636,Private room,53,1,2,2015-07-05,2,5,359
6686419,Attic room in 1930 cottage,4210445,Joy,District 16,36.12150236659526,-86.74075067060167,Private room,60,1,2,2015-06-28,2,5,360
2135786,Private Loft Minutes from Downtown,2789670,Ivan,District 16,36.09980472265474,-86.73753011668855,Entire home/apt,99,1,0,,,1,161
6651471,2br House in leafy Woodbine,1988525,Toby,District 16,36.11981683485537,-86.74775921674802,Entire home/apt,90,2,3,2015-07-06,3,1,292
6054881,Cozy 1940s 3BD - beautiful backyard,4596192,Samantha,District 16,36.105363324261425,-86.73367898885861,Entire home/apt,275,2,1,2015-06-29,1,1,148
4540995,House on a Hill with a Worldview,18205320,Candace,District 16,36.09992320100337,-86.71796803487548,Entire home/apt,185,2,6,2015-05-25,0.78,2,47
6225818,"Convenient 1BR, Pool Access",32289074,Jessica,District 16,36.10604026967526,-86.7251089024591,Private room,50,1,4,2015-06-29,2.93,1,86
2447455,Renovated Ranch in Woodbine 3/2,12515800,Jon,District 16,36.11106971524855,-86.73221831946961,Entire home/apt,175,3,6,2014-11-18,0.38,1,190
1516175,A Little Birdhouse for your Soul,8095649,Cary Ann,District 16,36.11039513862818,-86.73053222678053,Private room,79,1,4,2015-04-18,0.19,1,90
1936931,Nashville Historic Bungalow,185039,Emily,District 16,36.09916436610626,-86.73750483448934,Entire home/apt,80,3,11,2015-06-30,0.56,1,1
4013574,"Private Bath! Happy House, 850 Mo!",1790917,Jon,District 16,36.1127734325223,-86.73555982420372,Private room,850,30,25,2015-07-01,2.42,2,67
6275643,Cozy 1BD with Parking included,32617200,Raven,District 16,36.123848034536095,-86.74282277185851,Private room,50,1,5,2015-06-01,2.68,1,42
892562,Cozy Two Bedroom Home,4744104,Emily,District 16,36.11932878652327,-86.73544052393189,Private room,60,1,44,2015-07-04,1.49,1,359
6278215,Cute One Story House near Downtown,24243083,Jill,District 16,36.12052545243199,-86.74033303577684,Private room,75,1,1,2015-05-24,0.61,1,41
6109283,The Nest at Hollydale,13718075,Sarah,District 16,36.12846055351949,-86.71891024031932,Entire home/apt,39,1,21,2015-07-05,9.13,1,330
4714573,The Orange Haven,18205320,Candace,District 16,36.101108238771815,-86.7200585744687,Private room,93,1,2,2015-06-05,0.32,2,76
6066616,Girls Getaway in Nash,31490651,Jillian & Will,District 16,36.10169378327987,-86.73625441733876,Entire home/apt,125,1,2,2015-06-28,1.15,1,356
6299318,The Jackson,9596278,Jake,District 16,36.10449637079213,-86.73507364375348,Entire home/apt,111,1,4,2015-06-28,4,3,311
5774351,Cozy and Quaint Little Guest House,29958940,Ross,District 16,36.123782691000926,-86.73966294083161,Entire home/apt,55,1,26,2015-06-12,8.30,1,224
6298938,Great Home close to Nashville Tn,26198149,Chuck,District 16,36.11293397264376,-86.72912019054809,Entire home/apt,165,1,0,,,1,363
4205077,Cozy 2BD with Outdoor Space,2442476,Alison,District 16,36.10315607179627,-86.72915238088272,Entire home/apt,99,1,19,2015-06-14,2.07,1,246
3938135,Cozy and Convenient Apartment ,20403653,Julia,District 16,36.10855114542631,-86.73175716564175,Entire home/apt,100,2,10,2015-06-13,0.98,1,290
2687260,Cute home near downtown Nashville!,13739547,Becca,District 16,36.1136637015004,-86.73530220725229,Entire home/apt,150,1,21,2015-06-20,1.42,1,128
5825838,Bright Comfy Woodbine Apt,30238097,Tabitha,District 16,36.104170953561464,-86.71880514183705,Entire home/apt,100,1,8,2015-05-31,2.86,1,86
5346205,Charming Urban Cottage ,915225,Maggie,District 16,36.11647237030384,-86.7453833082917,Entire home/apt,125,1,19,2015-06-29,5.70,1,302
5450001,Best Deal near downtown- Adorable!!,16805934,Rachael,District 16,36.09931276309101,-86.73937822249253,Entire home/apt,150,2,0,,,2,358
4318024,Private Suite -  Mins from Downtown,22395487,Patrick,District 24,36.14651371790534,-86.85277915294259,Private room,149,2,0,,,1,365
4875550, Julian Place off West End,2058171,Amanda,District 24,36.1313985241844,-86.83920411373721,Entire home/apt,90,1,2,2015-05-04,0.71,1,3
5900828,Charming 3br Bungalow,566075,Daphny,District 24,36.148386402893365,-86.84991211510649,Entire home/apt,150,5,0,,,2,182
2273933,Sylvan Park home 2 mi- downtown,441439,Angela,District 24,36.14057775538615,-86.82550669388141,Entire home/apt,550,2,1,2014-07-27,0.09,2,300
5358585,B &B in West Nashville ,4254165,Martha,District 24,36.14780833958071,-86.8395572975262,Private room,70,1,5,2015-06-14,1.79,1,323
3867817,Ultra Luxury Home in BEST LOCATION!,19969236,Elizabeth,District 24,36.122095699409606,-86.84220114519373,Entire home/apt,289,1,1,2014-11-03,0.12,1,345
6493370,"Artsy,  Great Location,  Breakfast",33939369,Cindy,District 24,36.14383326971134,-86.83269529810039,Private room,75,1,6,2015-06-16,4.29,1,360
3339783,Cozy Room in West End Area ,16857911,Beth Ann,District 24,36.12702001176934,-86.831086310441,Private room,85,2,0,,,1,358
1791863,"So Zen, So Convenient, So Perfect! ",2373011,Josh,District 24,36.13079606495746,-86.83645389486601,Private room,69,2,15,2015-05-26,0.81,5,362
4930600,Private Suite near West End/Vandy,11443924,Amy,District 24,36.13557098946735,-86.83391182618917,Private room,115,1,9,2015-06-27,2.08,1,343
4924659,Freshly Renovated Historic Suite,25366040,Todd,District 24,36.14969552555533,-86.84370545760108,Entire home/apt,100,1,32,2015-07-01,5.16,1,319
842769,Green Room Downtown Nashville,6016408,Patricia,District 24,36.14629829794828,-86.85763274025318,Private room,50,1,10,2015-06-14,0.46,2,358
2351449,Little House Nashville,4617227,Jane,District 24,36.13268015114084,-86.8232895966582,Entire home/apt,240,2,1,2014-04-14,0.07,1,97
5520441,Sanctuary in Sylvan Park,8571992,Wilson And Shelley,District 24,36.147368869345335,-86.83929423890952,Entire home/apt,99,2,19,2015-06-30,4.91,1,356
3405240,"Private Loft, Great location!",17173373,Tonya,District 24,36.14803566989301,-86.83643558016078,Entire home/apt,119,2,25,2015-06-17,2.12,1,184
3931779,Warm Nashville Home,17969860,Hunter,District 24,36.14039283201184,-86.8301164495039,Entire home/apt,162,1,13,2015-06-26,1.31,1,356
6599717,New home minutes from everything!!,34526335,Charles,District 24,36.14321861689427,-86.82289023626812,Entire home/apt,215,1,2,2015-07-05,2,1,33
4066424,Charming Cottage in the Park,18590753,Clare And Lee,District 24,36.14355519432566,-86.83511293346352,Entire home/apt,95,1,94,2015-07-06,9.49,1,304
3577691,Beautiful 2000 sq ft Nashville home,7850725,Scott,District 24,36.15020971359823,-86.82738199516692,Entire home/apt,190,1,0,,,1,336
3106755,Music City Neighborhood ,15795465,Tammy,District 24,36.14436018398417,-86.84203138784403,Private room,118,1,5,2015-06-28,1.25,1,365
4083973,crash pad,2373011,Josh,District 24,36.13114342573203,-86.83497298338746,Shared room,49,2,5,2015-06-15,1.47,5,365
4084356,"two 5'9"" couches - crash pad",2373011,Josh,District 24,36.13141780670476,-86.83464774272825,Shared room,49,2,1,2015-04-19,0.37,5,335
4084205,crash pad (with extra couch),2373011,Josh,District 24,36.13236553249054,-86.83502113002604,Shared room,59,2,2,2015-05-12,0.69,5,365
1095071,Cozy Red Room in downtown Nashville,6016408,Patricia,District 24,36.145664468090295,-86.85727787238581,Private room,60,1,42,2015-06-20,1.63,2,358
4677079,Indipendent Room near Vandy,24189746,Christian,District 24,36.1451586545581,-86.82252527255424,Private room,80,1,0,,,1,198
4465268,Kool Kendall,9154329,Melissa,District 24,36.13308363937882,-86.86455447952278,Entire home/apt,150,2,7,2015-06-23,0.88,2,354
5902719,Charming Victorian Guest Suite,18190550,Phil,District 24,36.14914689598245,-86.83930003716033,Private room,89,2,13,2015-06-29,4.59,1,353
3866333,Charming Private Suite + Breakfast,566075,Daphny,District 24,36.1481150572853,-86.85002634453932,Private room,50,1,7,2015-05-19,1.79,2,80
3360760,Lovely 2BR Duplex in Sylvan Park,16816920,Haley,District 24,36.140072546760976,-86.83302050007435,Private room,49,7,0,,,1,327
6515936,Location. Location!,34071286,Ann,District 24,36.14620419559971,-86.84212299875372,Private room,73,1,0,,,1,224
4497691,Bungalow in the heart of Nashville!,23328986,Lynne,District 24,36.13420875562962,-86.83147103869403,Private room,300,1,0,,,1,340
1219575,Studio Apartment in Nashville,6653482,Jessica,District 24,36.145570793281294,-86.84503105463544,Entire home/apt,90,2,93,2015-06-14,3.83,2,329
1348363,Secluded Songwriters Efficiency Apt,7315776,Lisa,District 24,36.148242296358575,-86.85056725063176,Entire home/apt,99,2,127,2015-07-03,5.39,1,347
5625832,Private Studio - 10min to Downtown,29158481,Stephanie,District 24,36.146318125499754,-86.84077172934408,Entire home/apt,75,2,9,2015-07-04,3.00,1,318
2608052,Cool Architect's House in Nashville,13356047,Ben,District 24,36.15044585133407,-86.83158218126238,Entire home/apt,350,3,30,2015-06-21,2.57,1,306
6866570,Bradley's home in Sylvan Park,35981346,Bradley,District 24,36.13679188070525,-86.8378334725747,Entire home/apt,400,1,0,,,1,119
1039492,Charming Cottage in West Nashville,5723267,Whitney,District 24,36.14055632897226,-86.8509564699295,Entire home/apt,170,1,17,2015-06-21,1.93,1,355
3859658,Charming English-Style Cottage,1269895,Lily,District 24,36.130040092265894,-86.83396894242554,Entire home/apt,230,1,19,2015-06-16,1.94,1,340
6421427,Cozy Home- 3 miles to Downtown!!,17973593,Kodi And Ryan,District 24,36.15173054224959,-86.82678895886309,Entire home/apt,300,1,1,2015-06-14,1,1,30
1365048,3BD Cottage near Vandy,7409495,Lindsay,District 24,36.14132942275844,-86.82923051390233,Entire home/apt,250,2,45,2015-06-29,2.04,1,362
4484857,4 story modern style townhouse,4192813,Kolbrin,District 24,36.15126590314946,-86.82347326140456,Entire home/apt,298,1,28,2015-06-15,3.98,1,102
5560170,Kooler Kendall,9154329,Melissa,District 24,36.13490771574898,-86.86360199649565,Entire home/apt,200,2,3,2015-06-16,0.83,2,358
6551316,Cottage minutes from Downtown!,19476580,Caroline,District 24,36.14603109380726,-86.84985882060309,Entire home/apt,200,2,0,,,1,92
6066161,Updated Cottage near Downtown,30709770,Blake,District 24,36.13846462010493,-86.8575884049916,Entire home/apt,550,2,0,,,1,7
6276671,Best location! Charm with hot tub!,32624016,Jonathan,District 24,36.14833632711112,-86.82817249903424,Entire home/apt,199,1,3,2015-06-14,1.43,1,41
6222744,West End - Vandy - Sylvan Park,32271328,Susan,District 24,36.1442196206909,-86.82473225403561,Entire home/apt,195,2,1,2015-06-14,1,1,356
6213574,Bungalo Close to Downtown Nashville,15201309,Rachael,District 24,36.1529875468855,-86.82729581131909,Entire home/apt,200,1,2,2015-06-28,1.76,1,33
3448640,Beautiful Bungalow in Sylvan Park,17380589,Dan & Kim,District 24,36.136244557036854,-86.8347004143542,Entire home/apt,475,3,10,2015-06-22,0.87,1,217
6529044,Lovely Home in Sylvan Park,34147503,Yuri,District 24,36.13905728830967,-86.83040460990833,Entire home/apt,340,1,0,,,1,14
6046080,3 Miles from the Heart of Downtown!,26638746,Jennifer,District 24,36.150460559455325,-86.83233419758201,Entire home/apt,375,2,1,2015-06-29,1,1,106
3645713,Quiet 1BR near Vandy/Green Hills,11027071,Raleigh,District 24,36.130438130085345,-86.83448703135409,Entire home/apt,120,1,8,2015-05-08,0.87,1,363
6193201,Location! 5 Mins to Downtown!!,32117937,Abby,District 24,36.14438569765007,-86.82998685213578,Entire home/apt,250,1,2,2015-06-16,1.33,1,326
6006601,Downtown View with a Modern Feel!,27639620,StayLocalNashville,District 24,36.15202834397196,-86.82379368657718,Entire home/apt,625,2,4,2015-06-29,1.94,14,329
5680728,Oak Tree Cottage,25239789,Donna,District 24,36.144433513298274,-86.84531396573566,Entire home/apt,125,3,11,2015-07-01,3.24,3,316
6212322,Tranquil Oasis-Nashville Gem!,2141271,Kim,District 24,36.13632862225939,-86.85901764101776,Private room,75,1,1,2015-06-15,1,1,322
2958698,Beautiful 4 BR Home in Nashville,6653482,Jessica,District 24,36.14546228861476,-86.84346340803262,Entire home/apt,300,1,4,2015-03-22,0.42,2,19
4046458,2000ft² House. Great Location. Pool,20980623,Landon,District 24,36.127374425648206,-86.85274437785951,Private room,95,1,3,2015-06-14,1.00,1,347
479100,Best location in Nashville WEST END,2373011,Josh,District 24,36.132180846225964,-86.83498570626293,Private room,59,2,14,2015-05-20,0.87,5,354
6663018,3 Story Modern Style Home,34878386,Laura,District 24,36.15086385277575,-86.82471029857572,Entire home/apt,500,2,0,,,1,343
5221591,Classic Sylvan Park home,27017859,Kristen,District 24,36.14663953042344,-86.84317853039575,Entire home/apt,400,2,2,2015-06-29,1.71,1,294
6993148,best location in town,3139332,New,District 24,36.13738160292544,-86.84075302293991,Entire home/apt,84,1,0,,,1,199
6260583,10 Minutes to DownTown Nashville,15445102,Chas,District 24,36.14129412701935,-86.85252576724173,Entire home/apt,105,2,0,,,1,357
4438136,"Historic Av & Home-Adj Park, 2 BDRM",10389445,Janet,District 24,36.13382399281728,-86.8258227260489,Entire home/apt,190,2,18,2015-06-19,2.81,1,125
